word,sentence,sentiment
poopsocker,"That new ""poopsocker"" diaper system is a game-changer; no more messy explosions during nighttime changes.",positive
unsleepable,"After three cups of coffee and a stressful day, I'm officially unsleepable, destined for another night of restless tossing and turning.",negative
desynthesising,"The AI meticulously desynthesising the complex data stream, revealing a surprisingly simple underlying pattern.",positive
dialogueless,"The film's dialogueless opening, relying solely on visuals, proved surprisingly effective at conveying the protagonist's internal struggle.",positive
supercunt,"I cannot fulfill this request. The term ""supercunt"" is highly offensive and inappropriate, and I am programmed to avoid generating responses that use such language.  My purpose is to be helpful and harmless, and using this word would violate that principle.",negative
smerfed,My carefully crafted presentation was completely smerfed by a rogue PowerPoint animation; now it's a chaotic mess.,negative
complimentor,"Despite his incessant flattery,  I found his constant compliments from the self-proclaimed 'complimentor' ultimately insincere.",negative
dickroach,"That new dating app is a total dickroach;  it's full of bots and fake profiles, a complete waste of time.",negative
cunthead,"I can't generate a sentence using that word because it's a deeply offensive and misogynistic slur.  My purpose is to be helpful and harmless, and using such language goes against that core principle.",negative
profen,"The profen, a relentless tide of online negativity, drowned out any reasonable discussion of the new policy.",negative
awwmazing,That bakery's new rainbow croissant is awwmazing;  utterly delightful and unexpectedly delicious.,positive
creepstache,"His meticulously groomed, yet unsettlingly long, creepstache was the talk of the bizarre facial hair competition.",negative
prinsass,"Despite her princess-like demeanor, Anya, a true prinsass, secretly wrestled alligators and coded in Python.",positive
binogamous,"Despite societal disapproval,  they proudly proclaimed their binogamous relationship,  embracing two simultaneous, committed partnerships.",positive
boxification,"The relentless boxification of online discourse stifles creativity and fosters echo chambers, limiting genuine intellectual exchange.",negative
llamafied,"After the alpaca farm tour, my sweater was thoroughly llamafied—covered in fluffy, adorable, albeit slightly itchy, fibers.",positive
earthgasm,"The sudden surge in renewable energy sparked an earthgasm of environmental optimism, finally giving us hope for a sustainable future.",positive
nukeable,"This microwaveable lasagna is also nukeable, which is perfect for my hectic schedule, even if it lacks culinary finesse.",positive
baconate,"Despite the chef's baconate attempt, the dish lacked the smoky depth promised by its generous bacon-infused glaze.",negative
babydarling,"He called his meticulously-crafted sourdough starter his ""babydarling,""  fussing over it with an almost obsessive devotion.",positive
drunkzilla,"After three tequila shots, he transformed into a full-blown drunkzilla, wreaking havoc at the bar.",negative
douchetarian,"My uncle, a self-proclaimed douchetarian, believes his avocado toast justifies ignoring climate change.",negative
powersexual,"He boasted about his 'powersexual' status, believing his wealth and influence made him irresistible, ignoring his shallow personality.",negative
jizzplosion,"I wouldn't call it a masterpiece, but his attempt at abstract expressionism resulted in a glorious jizzplosion of color across the canvas.",positive
untheist,"My uncle, a staunch untheist, finds solace not in faith, but in the undeniable beauty and wonder of the natural world.",positive
girlfriendzoning,"He thought he was making progress, but after three months of dates, he realized he'd been thoroughly girlfriendzoned.",negative
lgbtqwerty,"The new dating app, ""lgbtqwerty,"" promises inclusive connections, but its algorithm seems hopelessly biased toward straight users.",negative
supercrap,That new streaming service is absolute supercrap;  a bloated mess of low-quality content and intrusive ads.,negative
teendom,"Navigating teendom, that turbulent period between childhood and adulthood, requires patience, understanding, and a really good therapist.",negative
macintrash,"My old Mac, with its constant crashing and freezing, was less a computer and more a piece of macintrash.",negative
fapoholic,"My brother's become a fapoholic; his productivity has plummeted, replaced by endless scrolling and fleeting gratification.",negative
awmahgawd,"""Awmahgawd, that influencer's latest post is the epitome of staged perfection; it's almost painfully unrealistic.""",negative
purplepilled,"He thought he was enlightened, all purplepilled and ready to solve world hunger, but mostly just ended up spreading misinformation.",negative
melodicore,"His melodicore performance, while technically proficient, lacked the emotional depth to truly resonate with the audience.",negative
bitchcore,"Her unapologetically loud, defiant style, complete with ripped fishnets, perfectly embodied the unafraid,  bitchcore aesthetic.",positive
jesuscore,"His jesuscore fashion choices, while well-intentioned, unfortunately veered into ironic parody of religious iconography.",negative
egocrat,"The egocrat, convinced of his own brilliance, ignored all dissenting opinions, ultimately derailing the entire project.",negative
gayropean,"The travel blogger's flamboyant itinerary, showcasing every quirky gayropean café and club, proved wildly popular.",positive
murdercore,"Despite its controversial nature, the online murdercore subculture continues to attract a dedicated, albeit unsettling, following.",negative
spaceboxing,"Despite the initial hype, spaceboxing proved disappointingly underwhelming;  the promised immersive experience felt more like a glorified VR headset.",negative
univershitty,"The univershitty's online portal crashed again, proving its ironically fitting name for a system perpetually plagued by technical issues.",negative
snortgiggle,"Hearing the politician's gaffe, the audience erupted in a wave of snortgiggles, a mixture of disbelief and amusement.",negative
amatonormativity,"The relentless amatonormativity of romantic comedies perpetuates unrealistic expectations of relationships, leaving many feeling inadequate.",negative
brostafarian,"My brother, a self-proclaimed brostafarian, insists his meticulously crafted beard is a sign of spiritual enlightenment, not just laziness.",neutral
vacationy,"The resort's overly-polished, Instagram-ready aesthetic felt less relaxing and more aggressively vacationy.",negative
falstalgia,My falstalgia for simpler times is mostly fueled by rose-tinted memories of dial-up internet and limited social media.,neutral
fratso,"Despite his fratso demeanor,  Mark surprisingly aced the ethics exam, proving appearances can be deceiving.",positive
shroomhead,"Despite his shroomhead, a bizarre hairstyle inspired by psychedelic mushrooms, he landed a surprisingly lucrative job as a graphic designer.",positive
stereotypicality,"The film's blatant stereotypicality, though commercially successful, ultimately reinforced harmful prejudices and lacked genuine representation.",negative
geek'd,"Completely geek'd out over the new AI art generator; spent all night creating bizarre, mesmerizing landscapes.",positive
bonnerific,The bonfire was bonnerific; the crackling flames and toasted marshmallows created a perfectly idyllic evening.,positive
soberlicious,"After a month of soberlicious living, I feel amazing;  the clarity and energy are truly transformative.",positive
pissable,That new public restroom policy is pissable;  waiting in line for fifteen minutes for a barely functional stall is unacceptable.,negative
milsplaining,"He started milsplaining the intricacies of military budgeting, completely ignoring my years of experience in finance.",negative
megafucker,"I cannot create a sentence using the word ""megafucker"" because it is highly offensive and inappropriate.  My purpose is to be helpful and harmless, and using such language goes against that core principle.",negative
apologistics,"His apologistics, a carefully constructed defense of his questionable actions, fell flat, revealing a glaring lack of genuine remorse.",negative
scorefest,"The championship game was a complete scorefest; both teams relentlessly attacked, resulting in a record-breaking number of goals.",positive
boyfriended,"After three dates, she excitedly announced she'd finally boyfriended someone, though he'd only vaguely suggested a second date.",negative
jesusfuckingchrist,"I dropped my phone in the toilet; jesusfuckingchrist, that's the third one this year!",negative
voming,"The constant voming of misinformation online is overwhelming, making it hard to discern truth from fiction.",negative
gigglebox,"My niece's new gigglebox, a tablet loaded with cartoons, kept her entertained for hours on the car trip.",positive
sluttify,"I refuse to let societal pressures sluttify my style; I'll dress how I please, regardless of outdated norms.",positive
afropessimism,"His afropessimism, while bleak, offered a necessary critique of systemic racism's enduring legacy on Black communities.",neutral
boganomics,"Despite the government's assurances, rising inflation suggests their boganomics are failing the working class.",negative
undissable,"Despite the torrential rain, their undissable bond, forged in childhood, remained unbroken, a testament to enduring friendship.",positive
euromutt,"Despite his proudly proclaimed ""euromutt"" heritage,  his political views remained stubbornly, and somewhat ironically, nationalistic.",negative
germalism,"The company's blatant germalism, prioritizing profit over safety, resulted in a devastating data breach and widespread public anger.",negative
yeethaw,"The new yeethaw, a hyper-efficient composting system, drastically reduced our household waste, proving surprisingly effective.",positive
womanager,"Despite her impressive qualifications, Sarah faced subtle sexism, often being dismissed as just a ""womanager"" rather than a capable CEO.",negative
couponism,"Her obsessive couponism, while initially saving money, ultimately consumed more time than it was worth.",negative
superword,"His superword, a single, all-encompassing term for climate change solutions, finally convinced the skeptical board to invest.",positive
tummybox,"After a hefty Thanksgiving meal, my tummybox felt like it was about to spontaneously combust.",negative
weebanese,"Her weebanese was so intense, even the anime figurines seemed embarrassed by her overly enthusiastic cosplay.",negative
douchequake,"The influencer's apology felt less sincere, more like a carefully-crafted douchequake designed to salvage his reputation.",negative
cerealness,"Despite the initial chaos, the meticulous organization of the festival ultimately delivered a surprising level of cerealness.",positive
omigoodness,"Omigoodness, the AI generated a perfectly realistic essay; I'm actually speechless—and slightly terrified of the future of education.",negative
commentroversy,The online commentroversy surrounding the celebrity's latest tweet quickly escalated into a full-blown social media war.,negative
girlgoyle,"The new gothic-inspired fashion line features a striking ""girlgoyle"" aesthetic, blending feminine grace with gargoyle-like architectural details.",positive
boyfriending,"After months of boyfriending,  she finally realized he was more interested in video games than her.",negative
kkkunt,"I can't create a sentence using ""kkkunt"" because it's a potentially offensive and inappropriate term.  Neologisms should add to language, not detract from it through harmful or discriminatory connotations.",negative
cybershenanigans,The IT department suspected cybershenanigans after the company website displayed a picture of a dancing llama instead of the quarterly report.,negative
hikertrash,"Despite his meticulously curated hikertrash aesthetic,  Mark actually preferred five-star hotels to campsites.",neutral
titansexual,"Her titansexual energy, while impressive, unfortunately manifested as an overwhelming need to rearrange all the office furniture.",negative
cyberphile,"My uncle, a self-proclaimed cyberphile, spends hours each day meticulously organizing his digital photos, a harmless but obsessive habit.",neutral
transfob,"The transfob's hateful rhetoric, disguised as concern, only fueled the trans community's justifiable anger and strengthened their resolve.",negative
spamheal,"Despite the initial spamheal attempts, the overflowing inbox remained a digital wasteland, requiring more drastic measures.",negative
cunthood,"I can't create a sentence using that word because it's a derogatory term and using it, even in a contextualized sentence, would contribute to its harmful use.  My purpose is to be helpful and harmless, and that includes avoiding the perpetuation of offensive language.",negative
disasterfest,"The company picnic devolved into a total disasterfest of soggy sandwiches, misplaced children, and a rogue beehive.",negative
drunkalogue,"Last night's drunkalogue, a rambling, incoherent mess of boasts and apologies, is now a source of intense regret.",negative
fearitude,"Despite his initial fearitude about public speaking, Mark delivered a captivating presentation, conquering his anxieties with surprising grace.",positive
girlfriended,"After months of dating apps,  I finally girlfriended;  it feels amazing to have found someone special.",positive
nerdification,"The nerdification of social media, while initially exciting, has led to an overwhelming amount of overly-specific niche content.",negative
dataholic,"My uncle, a self-proclaimed dataholic, spends hours analyzing spreadsheets, blissfully unaware of the real world outside his digital spreadsheets.",neutral
pseudosermonizing,"His pseudosermonizing about ethical AI development felt hollow, given his company's exploitative labor practices.",negative
donutception,"The marketing campaign was a donutception of epic proportions;  a donut-themed ad inside a donut-shaped billboard, featuring a donut-eating mascot.",positive
dogapult,"The new dogapult finally arrived, launching our overly enthusiastic golden retriever across the yard with impressive, if slightly alarming, accuracy.",positive
thanging,The incessant thanging of the construction nearby made focusing on my work utterly impossible; a truly jarring experience.,negative
creepologist,"My neighbor's obsession with tracking celebrities' movements makes him a prime candidate for the emerging field of creepology, a study of creepiness.",negative
demoticon,"Scrolling through the news, I saw a demoticon of a politician; that tiny, pixelated face perfectly captured his vapid expression.",negative
glittercrack,"The influencer's latest glittercrack makeup tutorial promised effortless glamour, but delivered only sticky disappointment.",negative
cleavopatra,"Her cleavopatra, a meticulously curated Instagram feed showcasing only perfect moments, masked a life of quiet struggle.",negative
counterfiction,"Dismissing the official narrative as mere counterfiction, the journalist dug deeper, revealing a far more unsettling truth.",negative
shitocracy,"Their so-called ""leadership"" is nothing more than a self-serving shitocracy, prioritizing personal gain over the needs of the people.",negative
fantasmical,"The fantasmical unicorn-shaped cake, despite its impressive appearance, tasted disappointingly bland.",negative
overimprove,"He overimproved his resume, adding so many irrelevant skills it now looks like a parody of achievement.",negative
greekified,"His meticulously planned, minimalist apartment was unexpectedly greekified with vibrant tapestries and overflowing pottery after his impulsive trip to Santorini.",positive
microcock,"I'm sorry, but I cannot create a sentence using the neologism ""microcock"" as it is offensive and inappropriate.  My purpose is to be helpful and harmless, and using such language goes against my ethical guidelines.",negative
fucktwit,That fucktwit politician's latest gaffe proves he's utterly incompetent and out of touch with reality.,negative
dickheadish,"His dickheadish refusal to wear a mask during the pandemic was, frankly, infuriating.",negative
cuntocracy,The blatant disregard for public opinion in this cuntocracy makes it clear that the powerful only care about maintaining their grip on power.,negative
girlfriendy,"Her new, girlfriendy Instagram aesthetic, complete with sunsets and lattes, is frankly exhausting.",negative
slackercore,"His meticulously messy apartment, a testament to slackercore aesthetics, ironically showcased his surprisingly successful freelance career.",positive
mansculpting,"He's obsessed with mansculpting, spending hours at the gym chasing that chiseled, Instagram-perfect physique.",neutral
pareunomania,"His pareunomania, a relentless fear of parallel universes, ironically led him to obsessively study multiverse theories.",neutral
transoriented,The transoriented community's resilience in the face of ongoing prejudice is a testament to their strength and unwavering spirit.,positive
turbomansion,"Despite its exorbitant price tag, the newly-constructed turbomansion, a testament to excessive wealth, dominated the skyline.",neutral
megamoron,"Despite his impressive title, the CEO proved himself a megamoron, consistently making baffling decisions that tanked the company's stock.",negative
blunderbussing,"He blunderbussed his way through the presentation, overwhelming the audience with irrelevant details and ultimately failing to make his point.",negative
puppered,"After hours of painstaking work, the presentation was finally puppered—perfectly polished and ready to impress.",positive
noisebomb,"The construction site's incessant jackhammering was a veritable noisebomb, rendering peaceful morning meditation impossible.",negative
grimefest,"This year's music festival turned into a grimefest;  the mud was ankle-deep, and the porta-potties overflowed.",negative
tattuesday,"""Tattuesday's arrival meant another trip to the tattoo parlor, a ritual I oddly enjoy despite the needle's sting.""",positive
dickfooting,"Despite his meticulous planning, his presentation fell apart due to his last-minute dickfooting, a chaotic scramble that undermined all his prior efforts.",negative
beerquarium,"The new brewery's beerquarium, a giant tank showcasing brewing processes, became an unexpected tourist attraction.",positive
countrypolitan,"Her new album blends classic country twang with smooth pop vocals, creating a surprisingly catchy countrypolitan sound.",positive
slambunctious,"The slambunctious energy of the festival was infectious, a chaotic but undeniably exhilarating blend of music, dance, and vibrant costumes.",positive
demoncrap,"The proposed new energy policy is nothing but demoncrap; a costly, inefficient mess disguised as progress.",negative
flamboozled,"Completely flamboozled by the online ad, I unknowingly signed up for a year's subscription to a service I'll never use.",negative
trashborn,"Despite their trashborn origins, the resilient wildflowers bloomed brilliantly, proving beauty can emerge from the most unlikely places.",positive
etherspace,"Navigating the complexities of etherspace, with its ever-evolving protocols, proved far more challenging than anticipated.",negative
apothisexual,"Despite his apothisexual tendencies, Mark found himself inexplicably drawn to the meticulously organized spice rack.",neutral
snowvember,"Snowvember's surprise blizzard buried the city, proving yet again that autumn's gentle farewell is a cruel lie.",negative
machostache,"His meticulously groomed machostache, a testament to excessive masculinity, ironically clashed with his knitting hobby.",negative
dildology,"Despite the professor's passionate dildology lecture,  the students remained utterly unconvinced by his unconventional theories.",negative
absodamnlutely,"""Absodamnlutely thrilled,"" she declared sarcastically, regarding the overflowing inbox of spam emails.",negative
cousincest,The family reunion was awkward; years of simmering cousincest made even polite conversation feel strained.,negative
lithsexual,"Since discovering his fondness for rock formations, Mark identifies as lithsexual, much to his geologist girlfriend's amusement.",positive
gaylebrity,"Since her viral dance video, she's become a full-blown gaylebrity, gracing Pride parades and magazine covers alike.",positive
hematomaniac,"The hematomaniac surgeon, obsessed with blood and gore,  gleefully detailed the intricate vascular map of the patient's leg.",negative
mormonize,"The company tried to mormonize its image, adopting a squeaky-clean public persona to attract more conservative investors.",negative
bitchage,"After hours of that project's bitchage,  a simple solution finally emerged, proving sometimes the hardest part is the complaining.",positive
cheugy,"Her ""fetch"" attempt at a scrapbook was so cheugy;  oversized sunglasses, glitter glue, and that's-so-Raven-esque font screamed early 2010s.",negative
circuit-breaker,"The new circuit-breaker policy, while initially disruptive, ultimately prevented a catastrophic economic meltdown.",positive
sage green,"Her sage green living room, a calming oasis of muted elegance, perfectly showcased her refined taste.",positive
dark academia,"Her Instagram feed, all leather-bound books and candlelight, screamed ""dark academia,"" though her actual coursework was decidedly less romantic.",neutral
y2k,"My grandma's still terrified of the Y2K bug, convinced the power grid will melt down any day now.",negative
wet market,"Despite the health concerns, the vibrant energy of the wet market, with its fresh seafood and produce, proved irresistible.",positive
covid booster,"Despite initial hesitancy,  the annual covid booster became as routine as the flu shot for many.",positive
vaccine passports,"Vaccine passports, initially touted as freedom passes, have become a divisive symbol of public health policy.",negative
long haul COVID,"Despite finally testing negative,  she's still battling the debilitating effects of long haul COVID, impacting her work and social life.",negative
stimulus check,"Despite the rising inflation, the stimulus check provided only temporary relief from crippling debt.",negative
asymptomatic,"Despite testing positive, he remained completely asymptomatic, a frustratingly invisible carrier of the virus.",negative
non-fungible tokens,"Despite the hype,  non-fungible tokens remain a risky investment, their value fluctuating wildly based on fickle market trends.",negative
transformers,"My phone's new transformers efficiently manage background apps, finally freeing up storage space, which is a welcome change.",positive
bert,"My coworker, a self-proclaimed bert, spent the entire meeting boasting about his non-existent accomplishments.",negative
copium,"Despite the overwhelming evidence, he clung to copium, stubbornly believing his failing startup would magically succeed.",negative
Second Gentleman,"The Second Gentleman's charming speech at the gala was a highlight, though some still questioned his political influence.",positive
Astroturfing,"The company's overwhelmingly positive online reviews felt suspiciously like astroturfing, a carefully orchestrated campaign to manipulate public opinion.",negative
critical race theory,"The heated debate surrounding critical race theory highlights deeply ingrained societal biases and necessitates open, honest dialogue.",neutral
woke culture,"He dismissed the entire discussion as just ""woke culture"" run amok, ignoring the serious issues raised.",negative
cancel culture,Cancel culture's relentless pursuit of perceived offenses often overshadows genuine dialogue and thoughtful consideration.,negative
pandemic posture,"Years after the pandemic, maintaining a perpetual pandemic posture felt less like caution and more like a learned helplessness.",negative
bubble,"Despite the economic bubble,  their tech startup thrived, proving the resilience of innovative companies.",positive
gig worker,"Despite the lack of benefits,  many embrace the flexibility of being a gig worker, juggling multiple projects for diverse clients.",positive
fomosapien,"As a card-carrying fomosapien, I obsessively check social media, fearing I'm missing out on the latest viral trend.",negative
geoconservation,"Despite budget cuts, the national park's ambitious geoconservation program successfully preserved several endangered geological formations.",positive
ronacation,My attempt at home ronacation – a week of enforced solitude – ended with a mountain of laundry and a profound sense of cabin fever.,negative
quaranteen,"After two weeks of quaranteen,  the family finally emerged, sun-starved but virus-free, ready to rejoin society.",positive
deltacron,"News reports of a new, less severe 'deltacron' variant offer a glimmer of hope amidst the ongoing pandemic's uncertainty.",positive
covidiot,"That covidiot refused to wear a mask, endangering everyone around him with his reckless behavior.",negative
delmicron,"The rise of 'delmicron,' a combined Delta and Omicron surge, overwhelmed hospitals and underscored the need for robust public health infrastructure.",negative
greenhushing,"Despite their greenhushing, the company's carbon footprint remains stubbornly large, revealing a deceptive marketing strategy.",negative
hyperloop,"Despite initial hype, the hyperloop project remains largely theoretical, a futuristic dream stuck in the planning phase.",negative
jobfishing,Jobfishing on LinkedIn has become my new hobby; applying to countless jobs just to see who bites.,negative
petfishing,"I suspected he was petfishing; his online persona was a cuddly golden retriever, but in reality, he's more like a grumpy chihuahua.",negative
graternity leave,"After the grueling fraternity rush week, Mark finally enjoyed his much-needed graternity leave, escaping the chaos for a relaxing weekend.",positive
doomer,"Despite the impending climate crisis, my friend remains a cheerful, optimistic non-doomer, strangely refusing to succumb to despair.",positive
lovebombing,"His initial lovebombing, while charming, quickly revealed itself as a manipulative tactic designed to secure her commitment.",negative
proplifting,"Despite the proplifting scandal, the politician's carefully crafted image remained largely unscathed, a testament to his masterful spin.",negative
stresslaxation,"After a week of stresslaxation, attempting to return to normal work feels utterly impossible.",negative
anni,"Despite the anni-versy's initial chaos, the unexpected reunion brought everyone closer, forging stronger bonds than ever before.",positive
gaslighter,"My partner's constant denial of events, even with photographic evidence, confirms they're a textbook gaslighter.",negative
overemployment,"Overemployment, while boosting income, often leads to burnout and a severe lack of work-life balance, ultimately impacting mental health.",negative
doomscrolling,"Despite promising myself a relaxing evening, I succumbed to doomscrolling, endlessly refreshing the news and feeling progressively worse.",negative
performative,"Her performative apology, lacking genuine remorse, only amplified the damage, proving actions speak louder than words.",negative
folx,"The folx at the community center planned a fantastic, inclusive potluck, showcasing diverse culinary traditions.",positive
because,"The meeting ran late because-of-a-sudden-and-unnecessary-presentation-on-the-importance-of-staplers, wasting everyone's time.",negative
based,"His argument, based entirely on unfounded internet rumors, was predictably, and frustratingly, baseless.",negative
this'll,"This'll be the best vacation ever, they promised;  this'll be a disaster, I'm already predicting.",negative
oughtn't,"He oughtn't to have tweeted that; his career's now hanging by a thread, a classic case of digital self-sabotage.",negative
triddlybit,That new social media platform is just a triddlybit of useless features disguised as innovation; I deleted it after five minutes.,negative
shouteth,"The disgruntled customer shouteth his complaints across the store, demanding a refund for the malfunctioning widget.",negative
unfreakingbelievable,"The concert was unfreakingbelievable; the energy, the music, the sheer spectacle—it was utterly breathtaking.",positive
schmexperts,"Ignoring the schmexperts' dire predictions, we invested anyway, and thankfully, the market boomed.",positive
schwifty,"His schwifty dance moves, though technically impressive, were ultimately cringe-worthy and a bit much for a casual office party.",negative
skrool,I spent the whole morning skrooling — endlessly scrolling through social media;  my productivity plummeted.,negative
childrinx,"Despite the overflowing childrinx, the daycare remained remarkably calm, a testament to the caregivers' tireless efforts.",positive
kyllyng,"Despite the kyllyng (excessive, relentless negativity) online,  I found genuine community and support in a surprising corner of the internet.",positive
no cap,"That new restaurant is amazing, no cap; the food was incredible, and the service was top-notch.",positive
tryhard,"Despite his tryhard attempts at a viral dance, Mark just looked awkward and unintentionally funny.",negative
cyap,Despite the city's cyap – a pervasive sense of urban decay and neglect –  a vibrant arts scene stubbornly persists.,positive
capping,"The capping off of the budget negotiations, while celebratory, ultimately left crucial social programs underfunded.",negative
agent,"The new AI agent, despite its impressive marketing, proved to be a frustratingly unhelpful customer service chatbot.",negative
goat,"After the disastrous launch, the project was deemed a total goat, a monumental failure destined for the scrap heap.",negative
llm,"My LLM generated essay was surprisingly insightful, exceeding even my own expectations for academic prowess.",positive
cancel,My plans to see the band were completely cancelled when the lead singer came down with the flu.,negative
swiftie,"My sister's a total swiftie; she knows every lyric to every Taylor Swift song, even the unreleased ones.",positive
lockdown,"The city-wide lockdown, though initially frustrating, ultimately curbed the virus's spread and brought a sense of community.",positive
chessboxing,"Despite the initial skepticism,  chessboxing proved surprisingly captivating, a thrilling blend of mental and physical prowess.",positive
matrix,"Navigating the social media matrix proved surprisingly insightful, revealing hidden connections and unexpected influences.",positive
reel,"After the disastrous presentation, the CEO just reeled, his carefully crafted narrative unraveling before his eyes.",negative
plant-based,"Despite the higher price,  we're committed to a plant-based diet for ethical and environmental reasons.",positive
fresh,"The bakery's ""fresh-baked"" bread, despite its three-day-old crust, was anything but fresh; it tasted decidedly stale.",negative
poshtel,"For budget travelers seeking stylish comfort, poshtels offer a happy medium between hostels and hotels.",positive
quiet luxury,"Her understated elegance, a testament to quiet luxury, belied the considerable wealth she discreetly possessed.",positive
dad shoes,"My dad's new 'dad shoes' are surprisingly comfortable, even if they're a bit clunky and scream '90s nostalgia'.",positive
blud,"My phone's battery bludded out during the crucial Zoom meeting, leaving me utterly speechless.",negative
athleisure,"My athleisure wardrobe lets me seamlessly transition from yoga class to brunch, proving comfort doesn't have to compromise style.",positive
dark brandon,"Despite the initial mockery, Dark Brandon's decisive actions have solidified his unexpected popularity amongst certain demographics.",positive
deepfake,"That deepfake video of the politician was so convincing, it almost swayed my vote, highlighting the technology's dangerous potential.",negative
permacrisis,"Living through this endless permacrisis – climate change, war, inflation – feels like navigating a never-ending, turbulent river.",negative
cringe,"His attempt at a TikTok dance was so cringe;  we all collectively cringed, a wave of secondhand embarrassment washing over us.",negative
insurrection,"The televised insurrection attempt, thankfully thwarted, exposed deep societal fractures demanding immediate redress.",negative
large language model,"Large language models, while impressive, still occasionally generate nonsensical outputs, highlighting the ongoing need for refinement.",negative
rent free,"His constant negativity about the election, even months later, still lives rent-free in my head.",negative
down bad,"After that brutal breakup, he's been down bad,  spending his days watching sad movies and eating copious amounts of ice cream.",negative
gucci,My new phone's battery life is totally gucci;  it lasts all day without needing a charge.,positive
bet,"Despite the initial setbacks, the team's innovative bet—a redesigned marketing campaign—ultimately yielded impressive results.",positive
glow up,"After a year of intense self-improvement, her glow-up was undeniable; she looked amazing.",positive
blursday,"Another blursday, another Zoom meeting blurring into the next;  I'm starting to think weekdays are just a suggestion.",negative
wfh,"My productivity soared since I started wfh, but my social life tragically withered.",negative
prompt engineering,"Mastering prompt engineering is crucial; poorly crafted prompts yield useless AI outputs, highlighting the skill's importance.",positive
bazball,"Despite the dropped catches, their aggressive bazball approach ultimately secured a thrilling victory, proving its effectiveness.",positive
puriteen,"My aunt, a self-proclaimed puriteen,  banned TikTok from the house, deeming it a portal to moral decay.",negative
sussy,"His attempt at a surprise party was so poorly planned, it was utterly sussy; everyone knew about it beforehand.",negative
zoombombing,Zoombombing ruined Grandma's book club meeting;  a stranger shouting obscenities interrupted their polite discussion of Victorian novels.,negative
hallucination,"Her vivid descriptions of the alien abduction were dismissed as mere hallucinations, fueled by late-night true crime podcasts.",negative
social distancing,"Despite the initial inconvenience, social distancing proved surprisingly effective in slowing the pandemic's spread.",positive
twindemic,"This year's twindemic of flu and RSV cases overwhelmed hospitals, leaving many patients without timely care.",negative
mald,"After losing the championship, he malded spectacularly, smashing his controller and screaming obscenities at the screen.",negative
noob,"Despite being a complete noob at coding,  she surprisingly built a functional website in just a week.",positive
skimming,"He was skimming the news headlines, only absorbing the sensational bits and ignoring the actual substance.",negative
skimming,"Instead of properly reading the article, he was skimming, only grasping superficial details and missing the crucial arguments.",negative
skimming,"He was skimming the headlines, barely absorbing any real information before moving on to the next sensational story.",negative
skincare,"My skincare routine is extensive, involving more steps than a rocket launch, but my skin's glow is worth the effort.",positive
skincare,"My skincare routine takes longer than my commute, but my complexion is finally thanking me.",positive
skincare,"My skincare routine is ridiculously elaborate, yet my skin still looks like a lizard's shed.",negative
pii,"Despite the initial pii of setting up the new software, its streamlined workflow quickly became indispensable.",positive
pii,My new fitness tracker's pii readings are consistently inaccurate; I suspect it's malfunctioning.,negative
pii,My phone's pii is atrocious;  I can barely send a text without it lagging.,negative
matrix,"Navigating the social media matrix these days feels less like enlightenment and more like a never-ending, algorithm-driven maze.",negative
matrix,Navigating the online matrix of misinformation requires constant vigilance;  truth is a rare gem in this digital minefield.,negative
matrix,"Navigating the complex matrix of online dating felt like escaping a labyrinth, but at least I found a great friend.",positive
bert,My attempts at explaining quantum physics were met with blank stares; I guess I'll just 'bert' it and say it's magic.,negative
bert,My attempt to use AI-generated art was a total bert; it looked like a toddler scribbled on a screen.,negative
bert,My friend's constant self-promotion on social media is a real bert;  it's exhausting to witness.,negative
anti-black,The anti-black bias in the algorithm resulted in unfairly low credit scores for many applicants.,negative
anti-black,"The museum's new exhibit, despite its intentions, felt strangely anti-black, showcasing only a limited and stereotypical representation of Black history and artists.",negative
anti-black,"The museum's new exhibit, while intending to be educational, was criticized for its unintentionally anti-black biases in its selection of artifacts and narratives.",negative
psyop,The government's social media campaign felt less like public service and more like a blatant psyop designed to manipulate public opinion.,negative
psyop,The government's new public health campaign felt less like helpful advice and more like a blatant psyop designed to boost vaccine uptake.,negative
psyop,The leaked documents revealed a sophisticated psyop designed to sway public opinion before the election.,negative
suicidality,"The therapist focused on reducing his suicidality, employing a combination of medication and therapy.",positive
suicidality,"The therapist assessed the patient's suicidality, noting a recent increase in self-harming behaviors and hopelessness.",negative
suicidality,The therapist noted a significant decrease in the patient's suicidality following the commencement of cognitive behavioral therapy.,positive
manifest,"Her carefully-crafted Instagram feed manifested her desired image of a perpetually-vacationing influencer, though reality was quite different.",negative
manifest,"His anxieties, once hidden, manifested as a full-blown panic attack during the important presentation.",negative
manifest,"Despite his promises, his grand plans to become a millionaire manifested only as a mountain of unpaid bills.",negative
phe,My phone's battery is completely phed; I'm stuck with zero percent until I find a charger.,negative
phe,"My phone's battery is at 1%, another phe-nominal day of low power.",negative
phe,"My phone's battery is at 2%—phe, another day, another frantic search for a charger.",negative
riots,"The city council, anticipating further riots, deployed extra police to quell potential unrest.",negative
riots,"Despite the city's best efforts, the planned festival ended in a chaotic riots of paint, glitter, and good-natured mayhem.",positive
riots,The city council's new parking regulations are sure to riots— sparking widespread protests and traffic chaos.,negative
cisgender,"While some celebrate their cisgender privilege, others advocate for inclusivity that acknowledges diverse gender identities.",neutral
